,sentence,label
2679, ze doet er water in. ,0
2680, ze [/] ze geeft de plantjes water. ,0
2681, daar komt de zuster aan. ,0
2682, ze plukt een bloemetje. ,0
2683, dat bloemetje geeft ze aan de ballerina. ,0
2684, de bal(lerina) [/] ballerina doet (he)m [/] &eh doet (he)m tevreden ,0
2685, in haar haar. ,0
2686, een piraat die heeft een bal. ,0
2687, hij schopt (he)m. ,0
2688, maar jammer. ,0
2689, hij zit in een plas gevallen. ,0
2690, daar komt de ridder aan. ,0
2691, <een pir(aat)> [/] een piraat huilt nog steeds. ,0
2692, de ridder heeft een schepnet. ,0
2693, die piraat kijkt hem aan. ,0
2694, de ridder (.) pakt met het schepnet de bal uit de sloot. ,0
2695, de piraat is dolgelukkig. ,0
2696, en hij heeft <de bal> [//] z(ij)n bal weer. ,0
2697, een prinses (.) heeft een euro. ,0
2698, ze ziet een (.) kraampje waar &ehm ze ijsjes verkopen. ,0
2699, ze heeft een lekker ijsje gekocht. ,0
2700, &hmmm . ,0
2701, <ze gaat er> [/] (.) ze gaat er blij mee naar huis. ,0
2702, en likt er aan. ,0
2703, dan komt er een heks aan. ,0
2704, het prinsesje geeft het ijsje aan de heks. ,0
2705, de heks vindt het heerlijk. ,0
2706, en likt er lekker aan. ,0
2707, dan heeft ze nog een eurootje. ,0
2708, en ze gaat weer naar (he)t kraampje. ,0
2709, daar is een in(diaan) +//. ,0
2710, daar is een indiaan. ,0
2711, hij ziet dat er appeltjes aan de bomen staan. ,0
2712, er is een kei naast de boom. ,0
2713, hij gaat op de kei staan. ,0
2714, maar kan net niet bij een appeltje. ,0
2715, en hij valt van de stenen af. ,0
2716, daar komt de cowboy aan. ,0
2717, hij heeft een ladder in z(ij)n hand. ,0
2718, hij [///] de cowboy klimt op de ladder. ,0
2719, en pakt een appel. ,0
2720, de appel geeft hij aan de indiaan. ,0
2721, de indiaan is dolgelukkig met zijn appel. ,0
2722, het meisje met de gieter. ,0
2723, wat? ,0
2724, balletmeisje met de gieter. ,0
2725, het balletmeisje doet water in de gieter. ,0
2726, en [/] en (.) het balletmeisje gaat met de gieter naar de bloemen. ,0
2727, en ze gaat de bloemen nat make(n) [//] sproeien. ,0
2728, de verpleegster pakt de bloem. ,0
2729, en geeft die aan (he)t balletmeisje. ,0
2730, het balletmeisje doet het in haar haar. ,0
2731, de piraat heeft de bal. ,0
2732, hij schopte in het water. ,0
2733, nu moet ie [ hij] huilen. ,0
2734, de ridder heeft een visnet. ,0
2735, en de ridder haalt de bal uit het water. ,0
2736, en geeft (he)m aan de piraat. ,0
2737, nu is de piraat weer blij. ,0
2738, de prinses koopt een ijsje. ,0
2739, ze likt aan (he)t ijsje. ,0
2740, ze geeft (he)t ij(sje) [/] ijsje aan de heks. ,0
2741, de heks kijkt naar het ijsje. ,0
2742, de heks likt ook aan het ijsje. ,0
2743, en de prinses loopt weer terug naar de ijskraam om <een ijsje> [//] ,0
2744, weer een nieuw ijsje te kopen. ,0
2745, de indiaan ziet een boom met appels erin. ,0
2746, hij gaat op de steen staan. ,0
2747, en probeert de appel te pakken. ,0
2748, <hij valt er> [//] hij valt van de steen af. ,0
2749, en de brandweerman met de ladder pakt de appel. ,0
2750, en hij geeft de appel aan de indiaan. ,0
2751, en de indiaan lacht weer. ,0
2752, een indiaan wijst naar een appel. ,0
2753, de indiaan wil de appel pakken. ,0
2754, en gaat op een steen staan. ,0
2755, maar hij valt. ,0
2756, dr [ er] komt een cowboy aangelopen met een ladder. ,0
2757, de ladder zet hij tegen de boom aan. ,0
2758, hij pakt de appel. ,0
2759, dan geeft hij (he)m aan de indiaan. ,0
2760, de indiaan is blij met de appel. ,0
2761, een prinses wil een ijsje kopen. ,0
2762, ze heeft een ijsje met drie bolletjes. ,0
2763, (he)t ijsje geeft ze aan de heks. ,0
2764, het ijsje pakt (he)t ijsje aan. ,0
2765, nee &eh . ,0
2766, de heks pakt (he)t ijsje aan. ,0
2767,%com verbetering van de vorige zin. ,0
2768, de heks likt aan (he)t ijsje. ,0
2769, de prinses gaat [/] gaat een nieuw ijsje kopen. ,0
2770, de piraat heeft een voetbal. ,0
2771, de piraat schopt tegen de bal aan. ,0
2772, maar de bal komt in (he)t water. ,0
2773, daar komt de ridder aan. ,0
2774, de ridder heeft een vangnet. ,0
2775, o(f) [/] (.) of gewoon een net. ,0
2776, de ridder pakt met de net de voetbal uit het water. ,0
2777, <de Pietpiraat> [//] nee de piraat heeft zijn bal weer. ,0
2778, hij is blij. ,0
2779, de ballerina heeft een gieter. ,0
2780, de ballerina vult de gieter met water. ,0
2781, de ballerina die geef(t) &ehm (.) de bloemen water. ,0
2782, daar komt de dokter aan. ,0
2783, de dokter plukt een bloem. ,0
2784, de dokter geeft de bloem (.) aan de ballerina. ,0
2785, de bloem zet de ballerina in haar haar. ,0
2786, de indiaan ziet een boom met appels. ,0
2787, de indiaan gaat op een steen staan. ,0
2788, en probeert een appel te plukken. ,0
2789, de indiaan valt van de steen af. ,0
2790, en de appel blijft hangen. ,0
2791, maar de cowboy komt eraan met een ladder. ,0
2792, de cowboy zet een ladder tegen de boom aan. ,0
2793, en plukt de appel voor de indiaan. ,0
2794, de cowboy geeft de appel aan de indiaan. ,0
2795, india(an) [//] de indiaan is heel blij met de appel. ,0
2796, de prinses koopt een ijsje voorn euro <bij de ij(scoman)> [/] ,0
2797, bij de ijscoman. ,0
2798, ze vindt (he)t ijsje heel lekker. ,0
2799, <maar ze heeft> [//] maar ze geeft het ijsje aan de heks. ,0
2800, de heks vindt (he)t ijsje ook heel lekker. ,0
2801, ze delen het ijsje heel graag. ,0
2802, nu koopt de prinses <nogntje> [//] nog een ijsje. ,0
2803, een piraat loopt met een voetbal in de hand. ,0
2804, een piraat schop(t) [/] schopt met de voetbal naar een meer toe. ,0
2805, de ridder komt eraan. ,0
2806, en de piraat staat te huilen omdat de bal in (he)t meer ligt. ,0
2807, <maar d(e)> [/] maar de ridder had z(ij)n schepnet meegenome(n). ,0
2808, de ridder (.) doet de schepnet in (he)t water. ,0
2809, en pakt de bal dr [ er] uit voor de piraat. ,0
2810, nu heeft de piraat [///] de piraat is weer heel blij omdat ie ,0
2811, [ hij] z(ij)n mooie bal weer terug heeft. ,0
2812, de ballerina sta(at) [/] staat met een gieter in de hand. ,0
2813, de ballerina gaat naar de kraan toe. ,0
2814, en vult de gieter met water. ,0
2815, de ballerina voor [//] geeft [/] geeft de bloemetjes water. ,0
2816, en de zuster komt aangelopen. ,0
2817, <de zus(ter)> [/] de zuster plukt een bloem. ,0
2818, de geplukte bloem [///] de zuster geeft de geplukte bloem aan de ,0
2819, ballerina. ,0
2820, en de ballerina doet de geplukte bloem in haar haar. ,0
2821, de indiaan wijst naar een appelboom. ,0
2822, <hij pro(beert)> [//] hij staat op een steen. ,0
2823, en probeert een appel te pakken. ,0
2824, hij valt van de steen af. ,0
2825, maar dr [ er] komt een boer aan met een ladder. ,0
2826, de boer klimt [//] &eh zet de ladder tegen de boom aan. ,0
2827, en klimt op de ladder. ,0
2828, en pakt een appel. ,0
2829, en geeft de appel aan de indiaan. ,0
2830, de indiaan heeft de appel vast. ,0
2831, de fee loopt met een munt naar de ijscoman. ,0
2832, ze heeft een ijsje gekocht. ,0
2833, en ze likt aan (he)t ijsje. ,0
2834, ze geeft het ijsje aan de heks. ,0
2835, de heks heeft (he)t ijsje vast. ,0
2836, en de heks likt eraan. ,0
2837, <de f(ee)> [//] &eh de koningin [//] (.) fee +... ,0
2838, wat is (he)t? ,0
2840, munt. ,0
2841, de piraat heeft een bal. ,0
2842, <de piraat> [/] de piraat schopt de bal. ,0
2843, de piraat huilt omdat z(ij)n bal in de zee ligt. ,0
2844, (.) en de ridder kijkt (he)m aan. ,0
2845, de ridder pakt een &ehm visnet. ,0
2846, en vist de bal op. ,0
2847, en geeft (he)m teru(g). ,0
2848, en de piraat heeft de bal weer. ,0
2849, de fee heeft een gieter. ,0
2850, ze doet water in de gieter. ,0
2851, ze gooit (he)t &ehm &eh [//] ze gooit (he)t water over de bloemen. ,0
2852, en die &eh dokter kijkt. ,0
2853, de dokter plukt een bloem. ,0
2854, en geeft (he)m aan de fee. ,0
2855, de fee doet (he)m in dr [ haar] haar. ,0
2856, <een balla(rina)> [/] een balla(rina) [/] balla(rina) [//] een ,0
2857, balla(rina) [/] ballerina geeft de plantjes water. ,0
2858, ze loopt naar de kraan. ,0
2859, ze geeft de plantjes water. ,0
2860, de dokter plukt een bloem. ,0
2861, de dokter geeft (he)m aan de ballalina [//] bal(larina) [/] ,0
2862, ballarina. ,0
2863, de ballerina stopt (he)m in haar haar. ,0
2864, een piraat gaat voetballen. ,0
2865, hij schopt (he)m de bal. ,0
2866, de bal valt in (he)t water. ,0
2867, de ridder komt met een net. ,0
2868, die haalt de bal uit (he)t water. ,0
2869, de piraat is weer blij. ,0
2870, hij heeft z(ij)n bal terug. ,0
2871, het prinsesje die wil een ijsje. ,0
2872, ze gaat naar de ijscoman. ,0
2873, ze heeft een ijsje. ,0
2874, ze eet (he)m op. ,0
2875, ze geeft (he)m aan de heks. ,0
2876, de heks die heeft (he)t ijsje. ,0
2877, de heks eet het ijsje op. ,0
2878, de prinses gaa(t) [//] die wil een ijsje. ,0
2879, ze gaat naar de ijscoman. ,0
2880, gaat ze twee keer naar de ijscoman om dr [ er] nogntje voor ,0
2881, haarzelf te kopen. ,0
2882, de indiaan loopt naar een boom. ,0
2883, hij wil een appel plukke(n). ,0
2884, de indiaan valt. ,0
2885, de cowboy die komt met een ladder. ,0
2886, hij plukt een appel voor de indiaan. ,0
2887, de cowboy geeft (he)m aan de indiaan. ,0
2888, de indiaan is weer gelukkig. ,0
2889, een meisje xxx +//. ,0
2890, nou ik +//. ,0
2891, een balletmeisje die heeft een gieter vast. ,0
2892, en die vult (he)m &ehm met water. ,0
2893, en ze sproeit de bloemen. ,0
2894, en ze [///] daarna komt ze de (.) z(iekenhuismevrouw) [/] ,0
2895, ziekenhuismevrouw tegen. ,0
2896, en dan plukt die ziekenhuismevrouw een bloem. ,0
2897, en dan lijkt (he)t erop dat ze (he)m aan dat meisje [//] ,0
2898, balletmeisje geeft. ,0
2899, en dan doet dat balletmeisje (he)m in z(ij)n [ haar] haar. ,0
2900, <de dief> [//] nee de piraat heeft een voetbal vast. ,0
2901, hij schopt (.) ermee. ,0
2902, maar hij valt in (he)t water. ,0
2903, en er staat een ridder bij <met een> [/] met een stok en [//] waar ,0
2904, een net aan zit. ,0
2905, en hij vist (he)m uit (he)t water. ,0
2906, en de piraat heeft de bal weer. ,0
2907, de prinses geeft eenn euro <aan de> [/] <aan de ijsk(arretje)> ,0
2908, [/] <aan de ijskarretje> [//] aan de ijscoboer. ,0
2909, en daar zit &ehm xxx nou. ,0
2911, en (.) de prinses heeft een ijsje met drie bolletjes. ,0
2912, en g(eeft) [/] geeft (he)t nou aan (.) de heks? ,0
2913, volgens mij geeft ie [ hij] (he)m aan de heks. ,0
2914, ja. ,0
2915, ze geeft (he)m aan de heks. ,0
2916, en de heks likt eraan. ,0
2917, en vraagt ze nog een keer een ijsje. ,0
2918, een indiaan loopt <bij een boom> [//] bij een appelboom met een ,0
2919, steen. ,0
2920, <hij kan> [//] hij wilt een appeltje plukken. ,0
2921, maar hij kan er niet bij. ,0
2922, dus daarom +//. ,0
2923, en toen ging die op de steen staan. ,0
2924, en toen viel die. ,0
2925, en toen kwam er een cowboy aan met een ladder. ,0
2926, en hij gi(ng) [//] zette hem tegen de boom aan. ,0
2927, en pakte de appel. ,0
2928, en geefde [ gaf] (he)m aan de indiaan. ,0
2929, en de indiaan was blij omdat die de appel had. ,0
2930, een balletmeisje heeft een gieter in (haa)r hand. ,0
2931, ze vult de gieter met water. ,0
2932, ze geeft het aan de bloemen met de zuster. ,0
2933, de zuster plukt een bloem van. ,0
2936, &=laughs . ,0
2937, de zuster geeft het aan de &bla &bla &ble &bla &bla &bla <meisje> ,0
2938, [//] ballet^meisje. ,0
2939, hij doet (he)m in haar haa(r)tjes. ,0
2940, een piraat heeft een bal vast. ,0
2941, hij schopt (he)m in de zee met z(ij)n houten been. ,0
2942, &=crying hij ligt in het water. ,0
2943, en er staat een ridder bij. ,0
2944, en de ridder heeft een net. ,0
2945, en hij vist de [/] de bal uit het water. ,0
2946," +"""""""" bedankt +"""""""". """"",0
2947," +"""""""" mijn bal +"""""""". """"",0
2948, de koningin ging naar ijsje halen. ,0
2949, ze geeftn euro. ,0
2950, &=licking lekker ijsje. ,0
2951, daar komt de heks tegen. ,0
2952, ze geeft de heks een likje. ,0
2953, en de heks heeft het ijsje afgepakt. ,0
2954, stoute heks. ,0
2955, en ze gaat weer opnieuw een hijsje [ ijsje] halen. ,0
2956, de indiaan liep naar de boom. ,0
2957, hij wou een appel pakken. ,0
2958, en toen kwam de brandweerman dr [ er] aan met een ladder. ,0
2959, en toen pakte de cowboy bedoel ik een appel voor haar. ,0
2960, %com de cowboy = correction for de brandweerman ,0
2961, en toen gaf tie [ hij] de appel aan de indiaan. ,0
2962, bedankt,0
2963, een appel,0
2964, Jessica Investigator ,0
2965, ik zie (ee)n indiaan met een boom. ,0
2966, en een steen. ,0
2967, de indiaan (.) pakt uit de boom een paar appels. ,0
2968,*IN2 doe je handjes maar voor je ogen en mond weg. ,0
2969, de indiaan valt. ,0
2970, en de cowboy komt langs met een ladder. ,0
2971, de cowboy plukt een appel. ,0
2972, de cowboy stapt af. ,0
2973, en de cowboy geeft (he)m aan de indiaan. ,0
2974, de indiaan is nu heel blij. ,0
2975, ik zie een prinses. ,0
2976, en die loopt naar een ijs^cokraam. ,0
2977, ze koopt een ijsje met drie bolletjes. ,0
2978, die ijsje geeft ze aan de heks die loopt. ,0
2979, de heks is nu klein beetje blij. ,0
2980, de heks &eh likt eraan. ,0
2981, de prinses loopt weer naar de ijscokraam. ,0
2982, en koopt nog een ijsje. ,0
2983, ik zie een piraat met een bal <in de hand> [//] in zijn hand. ,0
2984, hij schopt de bal vlak bij de water. ,0
2985, &eh hij is heel verdrietig. ,0
2986, want de bal viel in het water. ,0
2987, er kwam een ridder^tje. ,0
2988, die ridder had een schepnet (.) vast. ,0
2989, hij haalde de bal met de schepnet de bal uit het water. ,0
2990, hij geeft (he)m aan de piraat. ,0
2991, en de piraat is nu wel heel blij. ,0
2992, ik zie een ballerina met een gieter. ,0
2993, die ballerina gaat naar (ee)n kraan. ,0
2994, en gooit er water in. ,0
2995, ze geeft de plantjes water. ,0
2996, daar komt een assistent van de dokter. ,0
2997, ze plukt een bloem. ,0
2998, ze geeft (he)m aan de ballerina. ,0
2999, de ballerina doet <r [ haar]> [//] (he)m in haar haar. ,0
3000, een ballerina heeft een gieter. ,0
3001, ze doet er water in. ,0
3002, ze giet het over de bloemen. ,0
3003, een dokter plukt de bloemen. ,0
3004, de baller^ina geeft de bloem aan de dokter. ,0
3005, die snap ik niet. ,0
3006, oh ze doet de bloem +/. ,0
3007, ze plukt er zelf een. ,0
3008, en ze doet <er> [//] die in haar haar. ,0
3009, een piraat heeft een bal. ,0
3010, hij schopt de bal <veel> [///] ver weg. ,0
3011, in de zee. ,0
3012, en de ridder ziet hem huilen. ,0
3013, de ridder heeft een (.) vangnet. ,0
3014, hij vist de bal uit het water. ,0
3015, en nu is de piraat weer blij. ,0
3016, want hij heeft zijn bal weer. ,0
3017, de prinses (.) koopt een ijsje. ,0
3018, nu heef(t) ze een ijsje. ,0
3019, ze geeft het ijsje aan de heks. ,0
3020, de heks likt aan het ijsje. ,0
3021, de heks likt aan het ijsje. ,0
3022, ze koopt nog een ijsje. ,0
3023, de indiaan komt bij een appelboom. ,0
3024, hij plukt een appel. ,0
3025, en staat dan op een steen waar hij goed bij de appel kan. ,0
3026, dan valt hij van de steen af. ,0
3027, en daar komt een cowboy aan met een ladder. ,0
3028, en die plukt de <a(ppel)> [/] appel voor hem. ,0
3029, hij geeft de appel aan de indiaan. ,0
3030, de indiaan is nu weer blij. ,0
3031, er staat een meisje in de tuin met een gieter. ,0
3032, ze &eh gaat de gieter vol maken. ,0
3033, &eh nee niks. ,0
3034, ze gaat de bloem(e)tjes water geven. ,0
3035, <dan> [/] dan komt er <een dok> [/] een dokter aan. ,0
3036, en die plukt een bloem. ,0
3037, die is voor de balletdanseres. ,0
3038, die doet ze in haar haar. ,0
3039, er speelt een piraat met de bal. ,0
3040, hij schopt (h)em. ,0
3041, hij ligt (.) in het water. ,0
3042, en hij huilt. ,0
3043, <en> [/] en dan komt er een ridder aan. ,0
3044, hij heeft een net bij zich. ,0
3045, hij vist hem zo weer uit het water. ,0
3046, en de piraat heeft z(ij)n bal weer terug. ,0
3047, er staap [ staat] een prinses bij (.) een <ijsjes> [/] (.) ijsjes ,0
3048, &eh winkeltje. ,0
3049, ze koopt een ijsje. ,0
3050, dan komt er een heks voorbij. ,0
3051, het prinsje geeft het ijsje aan de heks. ,0
3052, ze eet ervan. ,0
3053, en het prinses koopt nog een ijsje. ,0
3054, er is een indiaan bij de boom. ,0
3055, <z> [//] hij wil een appel pakke(n). ,0
3056, hij komt er niet bij. ,0
3057, dan komt er een cowboy langs. ,0
3058, die heeft een ladder bij zich. ,0
3059, die klimt in de boom. ,0
3060, en pakt een appel. ,0
3061, en die appel geeft hij aan de indiaan. ,0
3062, dan eet de indiaan hem op. ,0
3063, en (.) einde. ,0
3064, de indiaan loopt naar de boom. ,0
3065, hij ziet een rijpe appel. ,0
3066, hij gaat op de steen staan die bij de boom ligt. ,0
3067, en plukt de appel. ,0
3068, maar hij kan er niet bij. ,0
3069, dan valt ie [ hij] van de steen af. ,0
3070, dan komt de cowboy eraan met een ladder. ,0
3071, de cowboy pluk(t) [/] <plukt met de (.)> [///] zet de ladder tegen ,0
3072, de boom aan. ,0
3073, en plukt de appel. ,0
3074, de cowboy gaat weer naar benede(n). ,0
3075, en geeft de appel aan de indiaan. ,0
3076, de indiaan kijkt blij. ,0
3077, want hij heeft de appel gekrege(n) (.) van de cowboy. ,0
3078, de prinses gaat naar de (.) ijscokraam. ,0
3079, en ze heeftn euro bij zich. ,0
3080, ze koopt een ijsje met drie bolletjes. ,0
3081,n is wit. ,0
3082,n is lichtbruin. ,0
3083, en de andere is (.) blauw. ,0
3084, dan komt de heks eraan. ,0
3085, en die kijkt naar (he)t ijsje. ,0
3086, de heks mag ook (ee)n hapje van de prinses. ,0
3087, en de prinses geeft de ijsco aan de heks. ,0
3088," de heks neemt een likje en zegt +""""""""/. """"",0
3089," +"""""""" &hm lekker +"""""""". """"",0
3090, nou is weer hetzelfde plaatje. ,0
3091, ze koopt nog een ijsje voor zichzelf. ,0
3092, want dat andere ijsje mag de heks hebbe(n). ,0
3093, de piraat gaat [//] heeft een voetbal in zijn hand. ,0
3094, hij gaat voetballe(n). ,0
3095, hij gaat voetballe(n) bij het water. ,0
3096, en schiet de bal. ,0
3097, maar [/] (.) maar dat is niet zo slim van hem. ,0
3098, want straks valt ie [ hij] nog in (he)t water. ,0
3099, en ja hoor. ,0
3100, de bal valt in (he)t water. ,0
3101, de [/] (.) de piraat huilt. ,0
3102, en dan komt de ridder erbij. ,0
3103, de ridder heeft een net bij zich. ,0
3104, daarmee kan hij de bal uit het water visse(n). ,0
3105, hij heeft de bal uit (he)t water gevist (.) voor de piraat. ,0
3106, de piraat ga(at) [//] kijkt weer blij. ,0
3109, de ballerina heeft een emmer in haar hand (.) met water dr in ,0
3110, [ erin]. ,0
3111, ze doet er nog meer water bij. ,0
3112, dan geeft ze de bloemetjes water. ,0
3113, ze zijn mooi roze. ,0
3114, en de ballerina houdt van roze. ,0
3115, kijk maar naar haar pakje. ,0
3116, &ehm . ,0
3117, dan komt de zuster eraan. ,0
3118, die plukt een bloemetje. ,0
3119, en de ballerina kijkt naar de zuster. ,0
3120, ze (.) &ehm [///] de ballerina en de (.) zuster prate(n) tegen ,0
3121, elkaar. ,0
3122, en de (.) zuster heeft (he)t bloemetje in haar hand. ,0
3123, ze geeft (he)t bloemetje aan de ballerina. ,0
3124, en de ballerina doet het bloemetje in haar haar. ,0
3125, de indiaan gaat naar de (.) boom [//] appelboom. ,0
3126, hij [/] hij staat op de steen. ,0
3127, en wil een appel plukken. ,0
3128, maar hij kan dr [ er] niet bij. ,0
3129, indiaan valt van de steen. ,0
3130, cowboy heeft een ladder. ,0
3131, en kan hem wel <kup(pen) [= plukken]> [//] plukken. ,0
3132, en dan geeft de cowboy (he)m aan de indiaan. ,0
3133, en de indiaan is blij. ,0
3134, en eet (he)m lekker op. ,0
3135, de prinses heeftn euro. ,0
3136, en ze wil een ijsje kopen. ,0
3137, ze heeft er een gekocht. ,0
3138, <ze <de(elt)> [//] heeft > [///] &eh ze deelt (he)m met de heks. ,0
3139, de heks is heel blij. ,0
3140, en hij eet ook dr [ er] (ee)n stukj(e) van. ,0
3141, dan gaat de prinses nog (ee)n ijsje kope(n). ,0
3142, die piraat wil voetballe(n). ,0
3143, hij schiet de bal weg. ,0
3144, maar de bal belandt in (he)t water. ,0
3145, de ridder heeft een ve(snet) [//] v(isnet) [/] visnet. ,0
3146, de ridder vist de bal uit (he)t water. ,0
3147, <kan de> [///] en de &eh piraat is heel blij. ,0
3148, einde. ,0
3149, de ballerina heeft een gieter in de hand. ,0
3150, ze gaat (he)m vulle(n). ,0
3151, ze voert de plantjes (.) met water. ,0
3152, de dokter plukt de bloem. ,0
3153, ze geeft (he)m aan de ballerina. ,0
3154, de ballerina stopt (he)m <in het> [//] in het [//] haar haar. ,0
3155, en is heel blij. ,0
